range_lo,range_hi,angle_lo,angle_hi,gt_count,missed,miss_rate,source,n_fp,fp_per_frame,score_mean,score_std,fp_score_mean,fp_score_std,x_mean,y_mean,z_mean,distal_mean,perp_mean,yaw_mean,width_mean,length_mean,box_height_mean,x_std,y_std,z_std,distal_std,perp_std,yaw_std,width_std,length_std,box_height_std
0.0,5.0,30.0,40.0,4,0,0.0,measured,0,0.0,0.7498641312122345,0.05034797523354405,,,0.06716132164001465,0.0728607177734375,0.08912825584411621,0.09806031826799225,0.016826433233104517,0.033344779163599014,0.36771249771118164,0.18123582005500793,0.1005706787109375,0.03627028116607437,0.026435317035624035,0.07412335686632503,0.04170100862590606,0.013991340427139306,0.025040137338111102,0.21749799213963733,0.02579614627926991,0.0836598216295477
0.0,5.0,40.0,50.0,50,0,0.0,measured,0,0.0,0.6522838979959488,0.0972485447367846,,,0.18133829593658446,0.0822249174118042,0.054861894845962524,0.16013445512151608,0.1162137082244045,0.07182643588632345,0.40584367513656616,0.17902050495147706,0.10262932538986207,0.1333264597132503,0.06392187488835462,0.0550299580098923,0.11887514821036918,0.09070002760255703,0.20839381649084424,0.42466268322876294,0.3403747566895261,0.09291998756894944
0.0,5.0,50.0,60.0,167,2,0.011976047904191617,measured,4,0.0005093594804533299,0.744119489734823,0.06720196521797174,0.7000811249017715,0.1520464921469741,0.13610145178708163,0.07914300109400893,0.054842086271806194,0.12288087313323034,0.10083122859226681,0.030395538015926087,0.26821039951208864,0.09576887650923295,0.08196211439190489,0.14274164086241686,0.06785346751473971,0.043837662667546025,0.12043419852267895,0.09997723278514754,0.025857574395447627,0.2697147501346415,0.0977911049356567,0.0655867310399045
0.0,5.0,60.0,70.0,111,7,0.06306306306306306,measured,7,0.0008913790907933274,0.6957400985635244,0.11027697634904603,0.5482004157134465,0.20455795177510522,0.18195632157417443,0.13075198577000544,0.05051472897713001,0.17462645577095337,0.13928466225415098,0.05459700982637106,0.4036208242177963,0.16202619327948645,0.09326757605259235,0.12778647260205872,0.07653323165544128,0.05292744421566246,0.1054834968375241,0.10662794461048489,0.15204271176067938,0.35804584669649353,0.2386321008229344,0.08673340084160724
0.0,5.0,70.0,80.0,135,4,0.02962962962962963,measured,9,0.0011460588310199923,0.7494474187607073,0.09070742633705871,0.5721309019459618,0.25754030364149405,0.2486360537186834,0.10783760420238699,0.04342609370937784,0.1538251716751518,0.22490074859473524,0.044908940152694456,0.41300331363241183,0.15100801537055095,0.07478264178938539,0.18051111320412716,0.07269598288239847,0.03872182870684016,0.10116671721613217,0.16383091641900438,0.04245668714127695,0.298358616916697,0.08865868024421432,0.05950245463561075
0.0,5.0,80.0,90.0,98,7,0.07142857142857142,measured,9,0.0011460588310199923,0.7257627022790385,0.10269686448367703,0.5671997749143176,0.15398107113563805,0.18603569498428932,0.11464644002390433,0.059054050471756485,0.1360823212513037,0.17226165849595942,0.03672518963670716,0.28164082569080395,0.13002639157431467,0.07089783464159284,0.10996481719393059,0.06144877952602794,0.03619060067689673,0.07025060131042624,0.102438642195107,0.03039442160075041,0.22673848078354317,0.07223954384114813,0.0753925795110726
0.0,5.0,90.0,100.0,75,4,0.05333333333333334,measured,9,0.0011460588310199923,0.6259377275554228,0.10651090475479753,0.4996332542763816,0.2604177054006691,0.27179808594601257,0.09802164158350984,0.049785935542952846,0.11965883639666969,0.26148244351762545,0.052754419282039514,0.4497300839759934,0.14644056474658804,0.0962038023371092,0.19865465026108414,0.07486637920013317,0.05338731181858167,0.09568871832017305,0.19158144570397037,0.0375012507146387,0.31923632583769357,0.0992066559901367,0.09641664774362674
0.0,5.0,100.0,110.0,82,8,0.0975609756097561,measured,7,0.0008913790907933274,0.7142134675303021,0.10072264651835482,0.5761550111430032,0.1756542115733773,0.22730897085086718,0.08503333297935692,0.05463141444567088,0.11708669161468462,0.21499414761912858,0.07034981365769327,0.40000135995246267,0.1679458875913878,0.09792669882645479,0.20392013039607265,0.068788049445481,0.044738598418479915,0.09934173274603739,0.18818792348445412,0.1724782527597897,0.4137572666093246,0.2994694675053751,0.07449379217935011
0.0,5.0,110.0,120.0,197,5,0.025380710659898477,measured,6,0.0007640392206799949,0.6070240853975216,0.07853828552748769,0.65105868379275,0.1256138614149882,0.1610143662740787,0.04148677239815394,0.029589312461515267,0.07734552408584865,0.14936845154693543,0.03495672352099005,0.16164207955201468,0.11974740649263065,0.08416869429250558,0.10698309228812417,0.050997227630628535,0.04291852971560774,0.07008009914266192,0.0921324751795464,0.026128618001596483,0.2387509640037205,0.05339996447891924,0.04983019018083683
0.0,5.0,120.0,130.0,75,3,0.04,measured,8,0.0010187189609066599,0.6912698898878362,0.11344549048753957,0.559408001601696,0.21114365217638706,0.16817487941847908,0.06818095180723402,0.057478903896278806,0.12921720034070303,0.138996056605997,0.06314746900810207,0.40643412205908036,0.16886172029707167,0.09587569534778595,0.18241767177947762,0.06297072131202949,0.061006484381113356,0.11728608864994863,0.14282834372088882,0.1794918602517283,0.39121014495555817,0.32874126556407685,0.08157888353464741
