# normal: param1=mu (0), param2=std, param3=mae (for GPEM covariance)
# constant for miss_detection: param1=miss_rate
# score: P(score | TP, cell) — param1=mean, param2=std, param3=n_matched
# fp_score: P(score | FP, cell) — param1=mean, param2=std, param3=n_fp
# fp_rate: poisson — param1=lambda (FPs/ego-frame in cell), param2=n_fp

error_type,dist_min,dist_max,angle_min,angle_max,distribution,param1,param2,param3
box_height,0.0,5.0,40.0,50.0,normal,0.0,0.059659046742147295,0.07177708546320598
score,0.0,5.0,40.0,50.0,normal,0.643223394950231,0.09215711343793412,24
fp_rate,0.0,5.0,40.0,50.0,poisson,0.0,0,
miss_detection,0.0,5.0,50.0,60.0,constant,0.029411764705882353,,
distal,0.0,5.0,50.0,60.0,normal,0.0,0.11863398498690528,0.15635512423115083
perpendicular,0.0,5.0,50.0,60.0,normal,0.0,0.08748777698723263,0.11592356693229754
height,0.0,5.0,50.0,60.0,normal,0.0,0.03361029458122492,0.03633309855605617
yaw,0.0,5.0,50.0,60.0,normal,0.0,0.034509078108113746,0.041280033694883644
width,0.0,5.0,50.0,60.0,normal,0.0,0.18008433637775853,0.22997510794437293
length,0.0,5.0,50.0,60.0,normal,0.0,0.10761057122044246,0.1378265836022117
box_height,0.0,5.0,50.0,60.0,normal,0.0,0.04904805200583856,0.05694041468880393
score,0.0,5.0,50.0,60.0,normal,0.7536229409954764,0.07984422412967802,68
fp_score,0.0,5.0,50.0,60.0,normal,0.0389544315636158,0.007661289082658284,5
fp_rate,0.0,5.0,50.0,60.0,poisson,0.0007037297677691766,5,
miss_detection,0.0,5.0,60.0,70.0,constant,0.011235955056179775,,
distal,0.0,5.0,60.0,70.0,normal,0.0,0.09510424333074143,0.13403143702531828
perpendicular,0.0,5.0,60.0,70.0,normal,0.0,0.10437070599188189,0.1392344568004276
height,0.0,5.0,60.0,70.0,normal,0.0,0.029826896135454153,0.03157260133461519
yaw,0.0,5.0,60.0,70.0,normal,0.0,0.03401404792881187,0.04594899748791204
width,0.0,5.0,60.0,70.0,normal,0.0,0.2312494946825896,0.20985486832532016
length,0.0,5.0,60.0,70.0,normal,0.0,0.10380955435033867,0.13442412289706143
box_height,0.0,5.0,60.0,70.0,normal,0.0,0.04893141099676414,0.060543847354975616
score,0.0,5.0,60.0,70.0,normal,0.7185935334048488,0.08479521165723672,89
fp_score,0.0,5.0,60.0,70.0,normal,0.14787806490702288,0.18042479716760262,7
fp_rate,0.0,5.0,60.0,70.0,poisson,0.0009852216748768472,7,
miss_detection,0.0,5.0,70.0,80.0,constant,0.0,,
distal,0.0,5.0,70.0,80.0,normal,0.0,0.07885020920526374,0.12047550821864364
perpendicular,0.0,5.0,70.0,80.0,normal,0.0,0.11177950135808494,0.15961741225738266
height,0.0,5.0,70.0,80.0,normal,0.0,0.035352035257965805,0.045803158544003963
yaw,0.0,5.0,70.0,80.0,normal,0.0,0.034441862811788924,0.05194688343116577
width,0.0,5.0,70.0,80.0,normal,0.0,0.17045166408991266,0.21570581942796707
length,0.0,5.0,70.0,80.0,normal,0.0,0.08817463707915398,0.14135156944394112
box_height,0.0,5.0,70.0,80.0,normal,0.0,0.05545379730468359,0.05407930724322796
score,0.0,5.0,70.0,80.0,normal,0.7445344254374504,0.059857169320854095,64
fp_score,0.0,5.0,70.0,80.0,normal,0.03989957393530537,0.010212609549751521,17
fp_rate,0.0,5.0,70.0,80.0,poisson,0.0023926812104152007,17,
miss_detection,0.0,5.0,80.0,90.0,constant,0.011494252873563218,,
distal,0.0,5.0,80.0,90.0,normal,0.0,0.06804450750487542,0.05875606106040538
