# normal: param1=mu (0), param2=std, param3=mae (for GPEM covariance)
# constant for miss_detection: param1=miss_rate
# score: P(score | TP, cell) — param1=mean, param2=std, param3=n_matched
# fp_score: P(score | FP, cell) — param1=mean, param2=std, param3=n_fp
# fp_rate: poisson — param1=lambda (FPs/ego-frame in cell), param2=n_fp

error_type,dist_min,dist_max,angle_min,angle_max,distribution,param1,param2,param3
fp_rate,0.0,5.0,50.0,60.0,poisson,0.004081632653061225,29,
miss_detection,0.0,5.0,60.0,70.0,constant,0.018867924528301886,,
distal,0.0,5.0,60.0,70.0,normal,0.0,0.10510481077158253,0.1746723917929377
perpendicular,0.0,5.0,60.0,70.0,normal,0.0,0.10633645793970445,0.14082076483501127
height,0.0,5.0,60.0,70.0,normal,0.0,0.05264322461826256,0.05028235281889255
yaw,0.0,5.0,60.0,70.0,normal,0.0,0.15254031331923606,0.05492910621240083
width,0.0,5.0,60.0,70.0,normal,0.0,0.35917829224309406,0.4037012377610573
length,0.0,5.0,60.0,70.0,normal,0.0,0.23865993974938893,0.16182136191771582
box_height,0.0,5.0,60.0,70.0,normal,0.0,0.08695621098672078,0.09368817508220673
score,0.0,5.0,60.0,70.0,normal,0.6956692532851145,0.11001485525017021,106
fp_score,0.0,5.0,60.0,70.0,normal,0.05242725384646449,0.04150507702398094,29
fp_rate,0.0,5.0,60.0,70.0,poisson,0.004081632653061225,29,
miss_detection,0.0,5.0,70.0,80.0,constant,0.0,,
distal,0.0,5.0,70.0,80.0,normal,0.0,0.1011442459092316,0.1530972991101251
perpendicular,0.0,5.0,70.0,80.0,normal,0.0,0.16364515275560465,0.2251667794016065
height,0.0,5.0,70.0,80.0,normal,0.0,0.03856917016910836,0.0432869091288734
yaw,0.0,5.0,70.0,80.0,normal,0.0,0.042340456983321104,0.04443338389753298
width,0.0,5.0,70.0,80.0,normal,0.0,0.2990992121960979,0.41098494566123905
length,0.0,5.0,70.0,80.0,normal,0.0,0.08862454896585595,0.1507814267209468
box_height,0.0,5.0,70.0,80.0,normal,0.0,0.05935631917558451,0.074706882920884
score,0.0,5.0,70.0,80.0,normal,0.7490310329972333,0.09099301994524457,131
fp_score,0.0,5.0,70.0,80.0,normal,0.0867732020560652,0.10748847116838936,24
fp_rate,0.0,5.0,70.0,80.0,poisson,0.003377902885292048,24,
miss_detection,0.0,5.0,80.0,90.0,constant,0.052083333333333336,,
distal,0.0,5.0,80.0,90.0,normal,0.0,0.06992412755166601,0.1355782738632939
perpendicular,0.0,5.0,80.0,90.0,normal,0.0,0.10283647081514022,0.1723276251973257
height,0.0,5.0,80.0,90.0,normal,0.0,0.03618833305996341,0.05920214246917557
yaw,0.0,5.0,80.0,90.0,normal,0.0,0.03054860340831398,0.0364715964815959
width,0.0,5.0,80.0,90.0,normal,0.0,0.22719008179555175,0.281752347946167
length,0.0,5.0,80.0,90.0,normal,0.0,0.07184513107717785,0.12956755370884152
box_height,0.0,5.0,80.0,90.0,normal,0.0,0.07602432395850847,0.07071457721374846
score,0.0,5.0,80.0,90.0,normal,0.7261194337855329,0.10217841223323443,96
fp_score,0.0,5.0,80.0,90.0,normal,0.1549906172523541,0.16703238133585308,28
fp_rate,0.0,5.0,80.0,90.0,poisson,0.003940886699507389,28,
miss_detection,0.0,5.0,90.0,100.0,constant,0.0,,
distal,0.0,5.0,90.0,100.0,normal,0.0,0.09627800780870004,0.11950725556907481
perpendicular,0.0,5.0,90.0,100.0,normal,0.0,0.19125285826927618,0.261287703703308
height,0.0,5.0,90.0,100.0,normal,0.0,0.05345802952027974,0.04943090089609925
yaw,0.0,5.0,90.0,100.0,normal,0.0,0.037035810904391245,0.052589797767508946
width,0.0,5.0,90.0,100.0,normal,0.0,0.31625779787471936,0.4506216217094744
length,0.0,5.0,90.0,100.0,normal,0.0,0.09904234354909643,0.14603165505637586
box_height,0.0,5.0,90.0,100.0,normal,0.0,0.09566890701917806,0.09612442741931325
score,0.0,5.0,90.0,100.0,normal,0.6264402052046547,0.10639534968629731,71
fp_score,0.0,5.0,90.0,100.0,normal,0.08711425750516355,0.09728670331036159,32
fp_rate,0.0,5.0,90.0,100.0,poisson,0.00450387051372273,32,
miss_detection,0.0,5.0,100.0,110.0,constant,0.06329113924050633,,
distal,0.0,5.0,100.0,110.0,normal,0.0,0.0995226988635798,0.1144845904644772
perpendicular,0.0,5.0,100.0,110.0,normal,0.0,0.18739252239048615,0.2099253310061405
height,0.0,5.0,100.0,110.0,normal,0.0,0.04495731017883816,0.054314534406404234
yaw,0.0,5.0,100.0,110.0,normal,0.0,0.17280343431845605,0.07100116146414395
width,0.0,5.0,100.0,110.0,normal,0.0,0.41155407569674246,0.40318592980101303
length,0.0,5.0,100.0,110.0,normal,0.0,0.29951468455338653,0.16765573379155752
box_height,0.0,5.0,100.0,110.0,normal,0.0,0.07514038478429771,0.09603631496429443
score,0.0,5.0,100.0,110.0,normal,0.7140245872574884,0.1008386444699596,79
fp_score,0.0,5.0,100.0,110.0,normal,0.0451437456379081,0.05517296268218413,157
fp_rate,0.0,5.0,100.0,110.0,poisson,0.022097114707952146,157,
miss_detection,0.0,5.0,110.0,120.0,constant,0.0051813471502590676,,
distal,0.0,5.0,110.0,120.0,normal,0.0,0.06988152875185775,0.0780097927981049
perpendicular,0.0,5.0,110.0,120.0,normal,0.0,0.09157098107471344,0.14776069441619286
height,0.0,5.0,110.0,120.0,normal,0.0,0.04432494680194446,0.029685036279261112
yaw,0.0,5.0,110.0,120.0,normal,0.0,0.0257682301496217,0.03513762816960118
width,0.0,5.0,110.0,120.0,normal,0.0,0.24144360014349692,0.1605957398811976
length,0.0,5.0,110.0,120.0,normal,0.0,0.052178394648505586,0.12043270903329055
box_height,0.0,5.0,110.0,120.0,normal,0.0,0.05010224506278726,0.08516816856960456
score,0.0,5.0,110.0,120.0,normal,0.607103501756986,0.07870957735969773,193
fp_score,0.0,5.0,110.0,120.0,normal,0.06575408667002035,0.08782807061960649,23
fp_rate,0.0,5.0,110.0,120.0,poisson,0.0032371569317382123,23,
miss_detection,0.0,5.0,120.0,130.0,constant,0.0,,
distal,0.0,5.0,120.0,130.0,normal,0.0,0.11728390713644189,0.12903326840347917
perpendicular,0.0,5.0,120.0,130.0,normal,0.0,0.14348104489519842,0.13770815477403217
height,0.0,5.0,120.0,130.0,normal,0.0,0.06066266669240905,0.05787496931023068
yaw,0.0,5.0,120.0,130.0,normal,0.0,0.1788012475749163,0.06316714808370058
width,0.0,5.0,120.0,130.0,normal,0.0,0.39059207980563493,0.4057983458042145
length,0.0,5.0,120.0,130.0,normal,0.0,0.3287982320192304,0.16852984991338518
box_height,0.0,5.0,120.0,130.0,normal,0.0,0.08136756306972492,0.09579529033766852
score,0.0,5.0,120.0,130.0,normal,0.6911092065274715,0.1135390396813956,72
fp_score,0.0,5.0,120.0,130.0,normal,0.10042658574073701,0.08424269685485436,37
fp_rate,0.0,5.0,120.0,130.0,poisson,0.005207600281491907,37,
miss_detection,0.0,5.0,130.0,140.0,constant,0.018867924528301886,,
distal,0.0,5.0,130.0,140.0,normal,0.0,0.0996340745182405,0.13362453256155724
